positive,neutral,negative
0.981,0.018,0.002
0.876,0.122,0.002
0.912,0.085,0.002
0.974,0.024,0.002
0.949,0.049,0.002
0.885,0.113,0.003
0.639,0.355,0.006
0.607,0.388,0.005
0.898,0.098,0.003
0.939,0.059,0.002
0.91,0.087,0.003
0.726,0.271,0.003
0.842,0.155,0.003
0.846,0.149,0.005
0.73,0.265,0.004
0.793,0.204,0.003
0.541,0.454,0.004
0.917,0.08,0.003
0.986,0.012,0.002
0.93,0.067,0.003
0.943,0.054,0.003
0.956,0.042,0.002
0.956,0.04,0.003
0.949,0.05,0.002
0.879,0.118,0.003
0.861,0.135,0.003
0.96,0.038,0.002
0.962,0.036,0.003
0.959,0.039,0.002
0.96,0.038,0.003
0.972,0.026,0.003
0.73,0.265,0.005
0.956,0.042,0.002
0.766,0.231,0.003
0.821,0.171,0.008
0.801,0.195,0.004
0.737,0.259,0.004
0.962,0.036,0.002
0.897,0.099,0.004
0.968,0.03,0.003
0.953,0.044,0.003
0.717,0.277,0.005
0.98,0.018,0.002
0.916,0.081,0.003
0.733,0.263,0.004
0.47,0.521,0.009
0.904,0.094,0.003
0.862,0.135,0.003
0.805,0.19,0.005
0.848,0.149,0.004
0.919,0.078,0.002
0.738,0.258,0.004
0.947,0.051,0.003
0.361,0.634,0.005
0.958,0.04,0.002
0.92,0.078,0.002
0.802,0.19,0.008
0.939,0.059,0.002
0.796,0.202,0.003
0.727,0.269,0.004
0.976,0.022,0.002
0.383,0.613,0.004
0.954,0.043,0.003
0.935,0.063,0.002
0.714,0.282,0.004
0.903,0.092,0.004
0.88,0.117,0.004
0.601,0.396,0.003
0.968,0.029,0.002
0.493,0.502,0.005
0.909,0.088,0.002
0.926,0.071,0.003
0.937,0.06,0.003
0.976,0.022,0.002
0.479,0.511,0.01
0.817,0.18,0.003
0.879,0.118,0.003
0.384,0.608,0.009
0.926,0.071,0.003
0.735,0.261,0.004
0.911,0.086,0.003
0.965,0.032,0.003
0.938,0.059,0.003
0.926,0.072,0.002
0.969,0.03,0.001
0.896,0.101,0.003
0.851,0.146,0.003
0.92,0.078,0.002
0.914,0.084,0.002
0.97,0.028,0.002
0.821,0.175,0.004
0.926,0.071,0.003
0.964,0.035,0.002
0.918,0.079,0.003
0.96,0.037,0.003
0.976,0.023,0.002
0.909,0.088,0.003
0.889,0.108,0.003
0.917,0.08,0.004
0.959,0.039,0.002
0.8,0.196,0.004
0.819,0.176,0.005
0.968,0.029,0.003
0.978,0.019,0.002
0.496,0.496,0.008
0.968,0.03,0.002
0.95,0.048,0.003
0.957,0.04,0.003
0.884,0.113,0.003
0.585,0.41,0.005
0.885,0.111,0.004
0.892,0.105,0.003
0.941,0.056,0.003
0.871,0.127,0.003
0.837,0.16,0.003
0.835,0.161,0.004
0.963,0.034,0.002
0.354,0.639,0.006
0.742,0.25,0.007
0.928,0.069,0.003
0.925,0.072,0.002
0.585,0.412,0.004
0.952,0.046,0.003
0.899,0.098,0.002
0.974,0.024,0.003
0.73,0.266,0.004
0.867,0.131,0.003
0.883,0.114,0.003
0.881,0.116,0.003
0.637,0.358,0.006
0.853,0.144,0.003
0.948,0.049,0.003
0.797,0.199,0.004
0.886,0.11,0.004
0.855,0.139,0.006
0.456,0.537,0.007
0.956,0.042,0.002
0.964,0.034,0.002
0.675,0.321,0.004
0.332,0.661,0.007
0.344,0.651,0.005
0.725,0.272,0.003
0.946,0.052,0.003
0.969,0.029,0.003
0.868,0.128,0.004
0.344,0.65,0.006
0.84,0.154,0.007
0.897,0.098,0.005
0.851,0.143,0.005
0.911,0.085,0.003
0.959,0.039,0.002
0.89,0.106,0.003
0.878,0.117,0.005
0.968,0.03,0.002
0.939,0.056,0.005
0.882,0.115,0.003
0.917,0.079,0.004
0.927,0.07,0.003
0.441,0.553,0.006
0.859,0.137,0.004
0.879,0.117,0.004
0.887,0.109,0.005
0.973,0.025,0.002
0.932,0.065,0.003
0.97,0.027,0.002
0.953,0.045,0.002
0.35,0.644,0.006
0.957,0.04,0.002
0.948,0.051,0.002
0.371,0.619,0.01
0.931,0.067,0.002
0.901,0.096,0.003
0.947,0.05,0.002
0.983,0.014,0.003
0.839,0.157,0.004
0.956,0.042,0.002
0.96,0.037,0.003
0.703,0.293,0.004
0.932,0.064,0.004
0.929,0.069,0.002
0.972,0.025,0.003
0.92,0.077,0.003
0.954,0.044,0.002
0.292,0.703,0.005
0.886,0.11,0.004
0.979,0.018,0.002
0.944,0.053,0.003
0.554,0.435,0.011
0.974,0.023,0.002
0.66,0.333,0.006
0.916,0.08,0.003
0.279,0.716,0.005
0.204,0.788,0.008
0.65,0.344,0.006
0.85,0.148,0.003
0.378,0.617,0.005
0.545,0.384,0.071
0.937,0.06,0.003
0.889,0.109,0.002
0.915,0.083,0.002
0.821,0.176,0.003
0.964,0.033,0.003
0.952,0.046,0.002
0.917,0.08,0.003
0.816,0.179,0.004
0.957,0.041,0.003
0.968,0.029,0.003
0.977,0.021,0.002
0.784,0.21,0.006
0.916,0.081,0.003
0.685,0.307,0.008
0.822,0.174,0.004
0.953,0.045,0.002
0.795,0.2,0.005
0.901,0.096,0.003
0.935,0.062,0.003
0.968,0.029,0.003
0.736,0.261,0.003
0.972,0.026,0.002
0.979,0.018,0.002
0.887,0.111,0.002
0.921,0.077,0.002
0.786,0.209,0.005
0.982,0.016,0.002
0.296,0.691,0.013
0.238,0.755,0.007
0.951,0.046,0.003
0.906,0.091,0.002
0.279,0.716,0.005
0.934,0.064,0.002
0.967,0.03,0.003
0.028,0.424,0.548
0.902,0.094,0.004
0.747,0.246,0.007
0.941,0.056,0.003
0.957,0.041,0.002
0.464,0.529,0.007
0.844,0.152,0.004
0.984,0.014,0.002
0.883,0.114,0.003
0.775,0.222,0.003
0.479,0.517,0.005
0.964,0.033,0.002
0.709,0.287,0.004
0.771,0.224,0.005
0.971,0.027,0.002
0.724,0.273,0.003
0.973,0.025,0.001
0.977,0.021,0.002
0.397,0.595,0.009
0.962,0.036,0.002
0.94,0.057,0.003
0.9,0.096,0.003
0.982,0.016,0.002
0.158,0.836,0.006
0.913,0.084,0.002
0.528,0.463,0.009
0.974,0.024,0.002
0.969,0.029,0.003
0.906,0.091,0.003
0.783,0.213,0.004
0.922,0.074,0.004
0.753,0.241,0.006
0.974,0.024,0.002
0.976,0.02,0.005
0.949,0.049,0.002
0.904,0.092,0.004
0.922,0.076,0.002
0.986,0.013,0.002
0.861,0.137,0.003
0.252,0.744,0.004
0.341,0.65,0.009
0.939,0.058,0.003
0.986,0.012,0.002
0.924,0.073,0.002
0.228,0.766,0.006
0.848,0.148,0.004
0.535,0.459,0.006
0.612,0.384,0.004
0.945,0.051,0.004
0.431,0.563,0.007
0.489,0.505,0.007
0.975,0.022,0.002
0.823,0.174,0.003
0.603,0.39,0.007
0.935,0.062,0.003
0.908,0.088,0.003
0.602,0.394,0.005
0.804,0.192,0.004
0.789,0.208,0.003
0.411,0.58,0.009
0.969,0.029,0.002
0.939,0.059,0.003
0.887,0.11,0.002
0.977,0.02,0.002
0.792,0.204,0.004
0.819,0.174,0.007
0.75,0.242,0.008
0.836,0.161,0.002
0.425,0.568,0.007
0.816,0.18,0.004
0.953,0.045,0.002
0.846,0.151,0.003
0.938,0.06,0.002
0.849,0.148,0.003
0.739,0.257,0.004
0.923,0.075,0.002
0.944,0.053,0.003
0.488,0.505,0.007
0.963,0.034,0.002
0.724,0.272,0.003
0.685,0.31,0.004
0.907,0.09,0.003
0.925,0.073,0.002
0.836,0.16,0.004
0.929,0.069,0.002
0.951,0.046,0.003
0.769,0.227,0.003
0.965,0.032,0.002
0.626,0.37,0.004
0.152,0.748,0.1
0.128,0.793,0.08
0.738,0.258,0.004
0.924,0.074,0.002
0.942,0.056,0.002
0.939,0.059,0.002
0.941,0.056,0.003
0.903,0.095,0.003
0.728,0.267,0.005
0.979,0.019,0.002
0.964,0.033,0.003
0.965,0.033,0.003
0.592,0.402,0.006
0.674,0.318,0.009
0.897,0.1,0.003
0.945,0.052,0.003
0.965,0.033,0.002
0.96,0.039,0.002
0.972,0.026,0.002
0.85,0.146,0.004
0.715,0.28,0.005
0.774,0.222,0.003
0.894,0.103,0.003
0.866,0.131,0.003
0.897,0.1,0.003
0.829,0.166,0.005
0.825,0.171,0.004
0.624,0.372,0.004
0.947,0.051,0.002
0.948,0.05,0.002
0.919,0.078,0.003
0.219,0.775,0.006
0.838,0.158,0.004
0.945,0.052,0.002
0.944,0.054,0.002
0.976,0.021,0.002
0.945,0.053,0.002
0.975,0.022,0.003
0.914,0.084,0.002
0.231,0.763,0.006
0.693,0.284,0.023
0.868,0.125,0.007
0.874,0.124,0.002
0.956,0.041,0.002
0.804,0.191,0.005
0.545,0.448,0.007
0.96,0.038,0.002
0.913,0.084,0.003
0.376,0.612,0.012
0.951,0.046,0.003
0.738,0.259,0.003
0.884,0.112,0.004
0.92,0.077,0.003
0.891,0.106,0.002
0.933,0.064,0.003
0.947,0.051,0.002
0.939,0.059,0.002
0.779,0.216,0.005
0.125,0.785,0.09
0.982,0.015,0.002
0.958,0.04,0.002
0.701,0.296,0.004
0.072,0.893,0.035
0.944,0.053,0.002
0.857,0.141,0.003
0.815,0.183,0.002
0.848,0.148,0.004
0.924,0.072,0.003
0.97,0.028,0.003
0.815,0.182,0.003
0.943,0.055,0.003
0.734,0.261,0.005
0.867,0.129,0.005
0.95,0.047,0.003
0.802,0.196,0.003
0.871,0.126,0.003
0.882,0.114,0.004
0.95,0.048,0.002
0.622,0.366,0.011
0.425,0.569,0.006
0.887,0.109,0.004
0.788,0.208,0.004
0.984,0.014,0.002
0.762,0.234,0.003
0.973,0.023,0.004
0.894,0.102,0.004
0.979,0.019,0.002
0.976,0.022,0.002
0.969,0.029,0.002
0.98,0.017,0.003
0.299,0.677,0.024
0.909,0.088,0.003
0.147,0.645,0.208
0.903,0.094,0.003
0.955,0.043,0.002
0.958,0.039,0.003
0.978,0.02,0.003
0.901,0.096,0.003
0.96,0.036,0.004
0.883,0.113,0.004
0.839,0.158,0.003
0.978,0.02,0.002
0.956,0.042,0.002
0.864,0.134,0.002
0.695,0.302,0.003
0.946,0.052,0.002
0.76,0.234,0.006
0.93,0.068,0.002
0.769,0.228,0.003
0.893,0.104,0.003
0.911,0.084,0.005
0.378,0.616,0.006
0.782,0.215,0.003
0.93,0.068,0.003
0.899,0.099,0.002
0.968,0.031,0.002
0.835,0.161,0.004
0.966,0.032,0.002
0.755,0.241,0.004
0.97,0.028,0.003
0.92,0.077,0.003
0.824,0.173,0.003
0.948,0.05,0.002
0.795,0.201,0.004
0.923,0.074,0.003
0.878,0.119,0.003
0.864,0.132,0.004
0.852,0.144,0.004
0.93,0.067,0.003
0.942,0.056,0.002
0.908,0.09,0.002
0.347,0.619,0.034
0.906,0.091,0.002
0.963,0.034,0.003
0.927,0.07,0.004
0.972,0.026,0.002
0.431,0.562,0.006
0.968,0.03,0.002
0.771,0.225,0.003
0.785,0.211,0.004
0.9,0.097,0.003
0.973,0.026,0.002
0.981,0.017,0.002
0.931,0.066,0.003
0.889,0.108,0.002
0.978,0.02,0.002
0.948,0.05,0.003
0.507,0.485,0.008
0.824,0.173,0.003
0.938,0.06,0.002
0.585,0.411,0.003
0.788,0.208,0.004
0.837,0.158,0.005
0.842,0.154,0.004
0.825,0.171,0.005
0.785,0.209,0.006
0.967,0.031,0.002
0.917,0.079,0.004
0.941,0.056,0.003
0.779,0.214,0.006
0.827,0.17,0.002
0.955,0.041,0.004
0.808,0.188,0.005
0.981,0.017,0.002
0.931,0.066,0.003
0.63,0.365,0.005
0.914,0.083,0.003
0.733,0.264,0.004
0.894,0.103,0.002
0.936,0.062,0.003
0.865,0.132,0.003
0.95,0.049,0.002
0.931,0.066,0.002
0.964,0.035,0.002
0.81,0.186,0.005
0.612,0.382,0.006
0.976,0.022,0.001
0.97,0.028,0.002
0.887,0.11,0.003
0.964,0.033,0.003
0.665,0.331,0.004
0.867,0.13,0.004
0.911,0.086,0.004
0.818,0.179,0.003
0.957,0.041,0.002
0.939,0.057,0.003
0.672,0.317,0.01
0.87,0.127,0.003
0.92,0.075,0.005
0.463,0.516,0.02
0.794,0.201,0.005
0.902,0.096,0.002
0.975,0.023,0.002
0.935,0.063,0.002
0.918,0.08,0.002
0.789,0.208,0.003
0.768,0.227,0.005
0.931,0.067,0.002
0.884,0.113,0.003
0.976,0.022,0.002
0.949,0.048,0.002
0.484,0.51,0.006
0.962,0.035,0.003
0.913,0.083,0.003
0.943,0.052,0.005
0.845,0.151,0.003
0.949,0.048,0.003
0.794,0.202,0.003
0.852,0.144,0.003
0.97,0.027,0.003
0.742,0.254,0.004
0.848,0.148,0.004
0.944,0.053,0.003
0.943,0.054,0.003
0.96,0.038,0.002
0.845,0.151,0.005
0.09,0.892,0.018
0.66,0.337,0.003
0.928,0.07,0.002
0.949,0.048,0.003
0.883,0.115,0.002
0.884,0.111,0.005
0.221,0.716,0.063
0.447,0.549,0.004
0.91,0.087,0.002
0.964,0.034,0.002
0.316,0.677,0.007
0.345,0.649,0.006
0.963,0.034,0.003
0.866,0.131,0.003
0.586,0.409,0.005
0.962,0.035,0.003
0.888,0.109,0.003
0.855,0.141,0.004
0.914,0.084,0.002
0.922,0.076,0.003
0.91,0.087,0.002
0.976,0.022,0.002
0.706,0.289,0.005
0.484,0.502,0.015
0.91,0.086,0.004
0.877,0.121,0.002
0.903,0.093,0.003
0.821,0.175,0.004
0.811,0.185,0.005
0.843,0.154,0.003
0.933,0.064,0.003
0.943,0.055,0.002
0.962,0.036,0.002
0.962,0.031,0.007
0.304,0.613,0.082
0.895,0.102,0.003
0.929,0.068,0.003
0.908,0.089,0.003
0.963,0.034,0.002
0.249,0.742,0.008
0.908,0.087,0.004
0.887,0.108,0.005
0.196,0.795,0.009
0.449,0.544,0.006
0.932,0.066,0.003
0.945,0.053,0.002
0.706,0.289,0.005
0.966,0.032,0.002
0.646,0.351,0.004
0.916,0.081,0.003
0.949,0.048,0.002
0.78,0.214,0.006
0.241,0.751,0.009
0.768,0.227,0.005
0.954,0.044,0.002
0.932,0.065,0.002
0.939,0.058,0.003
0.974,0.023,0.003
0.955,0.043,0.002
0.921,0.075,0.003
0.634,0.363,0.003
0.74,0.254,0.006
0.951,0.047,0.002
0.975,0.022,0.003
0.982,0.016,0.002
0.811,0.185,0.004
0.877,0.119,0.003
0.712,0.28,0.008
0.042,0.941,0.017
0.79,0.206,0.004
0.921,0.075,0.003
0.964,0.033,0.003
0.888,0.108,0.004
0.798,0.198,0.004
0.942,0.055,0.003
0.228,0.765,0.006
0.905,0.09,0.005
0.517,0.479,0.004
0.76,0.238,0.003
0.919,0.079,0.002
0.916,0.081,0.003
0.685,0.312,0.003
0.139,0.851,0.01
0.907,0.091,0.002
0.969,0.029,0.002
0.432,0.561,0.006
0.914,0.084,0.003
0.827,0.17,0.003
0.955,0.041,0.004
0.971,0.027,0.002
0.958,0.04,0.002
0.906,0.091,0.004
0.931,0.066,0.003
0.981,0.017,0.002
0.939,0.058,0.003
0.974,0.024,0.002
0.938,0.06,0.002
0.918,0.08,0.003
0.903,0.093,0.004
0.944,0.054,0.002
0.976,0.022,0.002
0.944,0.053,0.002
0.768,0.228,0.004
0.961,0.037,0.002
0.972,0.025,0.003
0.958,0.039,0.003
0.917,0.081,0.002
0.818,0.178,0.003
0.927,0.07,0.003
0.253,0.742,0.005
0.901,0.097,0.003
0.887,0.111,0.002
0.268,0.726,0.006
0.977,0.02,0.003
0.931,0.067,0.002
0.942,0.056,0.002
0.909,0.085,0.006
0.601,0.391,0.008
0.944,0.054,0.002
0.911,0.085,0.004
0.543,0.45,0.006
0.451,0.543,0.006
0.945,0.053,0.002
0.97,0.025,0.005
0.942,0.056,0.002
0.781,0.216,0.003
0.963,0.036,0.002
0.905,0.092,0.003
0.975,0.022,0.003
0.175,0.736,0.089
0.963,0.035,0.002
0.814,0.182,0.003
0.943,0.055,0.002
0.91,0.087,0.003
0.47,0.523,0.007
0.96,0.038,0.002
0.924,0.073,0.003
0.904,0.092,0.004
0.944,0.054,0.002
0.965,0.032,0.003
0.569,0.427,0.004
0.951,0.046,0.003
0.959,0.039,0.002
0.969,0.028,0.003
0.61,0.385,0.005
0.721,0.274,0.005
0.648,0.349,0.004
0.829,0.167,0.004
0.899,0.098,0.003
0.933,0.064,0.003
0.842,0.153,0.005
0.971,0.027,0.002
0.938,0.06,0.002
0.911,0.086,0.003
0.94,0.058,0.002
0.476,0.519,0.005
0.974,0.024,0.002
0.936,0.061,0.003
0.806,0.188,0.006
0.948,0.05,0.002
0.791,0.204,0.005
0.571,0.424,0.004
0.976,0.021,0.003
0.863,0.132,0.005
0.963,0.034,0.003
0.944,0.053,0.003
0.858,0.138,0.004
0.951,0.047,0.002
0.793,0.202,0.005
0.763,0.234,0.004
0.871,0.125,0.004
0.84,0.153,0.007
0.918,0.078,0.004
0.624,0.371,0.005
0.164,0.653,0.183
0.958,0.039,0.002
0.878,0.119,0.003
0.923,0.075,0.002
0.172,0.822,0.007
0.851,0.146,0.003
0.962,0.035,0.003
0.64,0.353,0.006
0.951,0.047,0.002
0.519,0.433,0.048
0.947,0.051,0.001
0.945,0.052,0.003
0.957,0.035,0.008
0.726,0.272,0.003
0.341,0.653,0.006
0.965,0.032,0.002
0.946,0.052,0.002
0.729,0.267,0.004
0.864,0.133,0.003
0.928,0.067,0.005
0.972,0.026,0.002
0.906,0.09,0.003
0.905,0.091,0.004
0.747,0.248,0.005
0.958,0.037,0.005
0.963,0.035,0.002
0.801,0.195,0.004
0.927,0.07,0.003
0.634,0.362,0.003
0.916,0.082,0.003
0.979,0.019,0.002
0.905,0.091,0.005
0.783,0.215,0.003
0.957,0.041,0.002
0.745,0.25,0.006
0.983,0.015,0.002
0.931,0.066,0.003
0.725,0.269,0.005
0.73,0.265,0.005
0.528,0.467,0.005
0.855,0.141,0.004
0.811,0.187,0.003
0.517,0.467,0.016
0.844,0.152,0.004
0.238,0.722,0.04
0.938,0.06,0.002
0.941,0.056,0.003
0.913,0.083,0.004
0.834,0.163,0.003
0.883,0.112,0.005
0.35,0.596,0.053
0.922,0.07,0.008
0.871,0.126,0.003
0.955,0.042,0.003
0.112,0.837,0.051
0.858,0.14,0.002
0.909,0.089,0.003
0.632,0.364,0.005
0.95,0.048,0.002
0.913,0.084,0.002
0.924,0.073,0.002
0.213,0.78,0.006
0.497,0.489,0.014
0.378,0.611,0.011
0.142,0.764,0.095
0.967,0.03,0.002
0.984,0.014,0.002
0.838,0.159,0.003
0.954,0.044,0.002
0.97,0.028,0.002
0.635,0.359,0.006
0.827,0.17,0.003
0.935,0.061,0.004
0.718,0.278,0.004
0.764,0.231,0.004
0.969,0.028,0.003
0.902,0.095,0.003
0.609,0.385,0.006
0.935,0.06,0.004
0.961,0.036,0.003
0.925,0.071,0.003
0.961,0.037,0.002
0.97,0.027,0.003
0.917,0.081,0.002
0.875,0.122,0.003
0.913,0.085,0.002
0.627,0.368,0.005
0.93,0.068,0.002
0.866,0.131,0.003
0.961,0.037,0.002
0.864,0.134,0.002
0.966,0.032,0.003
0.898,0.1,0.003
0.908,0.089,0.003
0.626,0.368,0.006
0.54,0.456,0.004
0.97,0.028,0.002
0.784,0.207,0.009
0.837,0.16,0.003
0.923,0.074,0.003
0.863,0.133,0.004
0.116,0.878,0.006
0.855,0.141,0.004
0.66,0.334,0.006
0.919,0.078,0.003
0.87,0.127,0.003
0.943,0.054,0.003
0.914,0.081,0.004
0.815,0.18,0.005
0.716,0.279,0.005
0.939,0.059,0.002
0.396,0.555,0.048
0.831,0.166,0.004
0.857,0.14,0.003
0.916,0.081,0.003
0.913,0.084,0.003
0.963,0.035,0.002
0.754,0.242,0.004
0.977,0.02,0.002
0.913,0.084,0.002
0.972,0.026,0.002
0.953,0.045,0.002
0.878,0.118,0.005
0.976,0.023,0.002
0.224,0.761,0.015
0.928,0.069,0.003
0.946,0.052,0.002
0.964,0.033,0.003
0.979,0.019,0.002
0.313,0.682,0.006
0.943,0.055,0.002
0.16,0.832,0.008
0.849,0.147,0.004
0.861,0.135,0.004
0.29,0.649,0.061
0.924,0.074,0.003
0.931,0.067,0.003
0.436,0.557,0.007
0.922,0.076,0.002
0.971,0.027,0.002
0.349,0.645,0.005
0.866,0.131,0.003
0.925,0.072,0.003
0.948,0.05,0.002
0.971,0.028,0.001
0.935,0.062,0.003
0.45,0.543,0.007
0.802,0.195,0.003
0.895,0.102,0.003
0.362,0.633,0.005
0.81,0.183,0.007
0.968,0.029,0.003
0.937,0.061,0.003
0.943,0.055,0.002
0.97,0.027,0.003
0.941,0.056,0.003
0.962,0.035,0.003
0.91,0.086,0.004
0.934,0.064,0.002
0.931,0.066,0.003
0.932,0.065,0.003
0.977,0.021,0.002
0.969,0.03,0.002
0.659,0.335,0.006
0.927,0.071,0.002
0.389,0.606,0.005
0.942,0.055,0.003
0.8,0.193,0.007
0.973,0.025,0.002
0.956,0.041,0.003
0.839,0.157,0.004
0.925,0.073,0.003
0.874,0.122,0.004
0.974,0.024,0.002
0.945,0.052,0.004
0.87,0.126,0.004
0.94,0.057,0.003
0.737,0.258,0.005
0.805,0.192,0.003
0.96,0.038,0.002
0.963,0.034,0.003
0.928,0.069,0.002
0.945,0.053,0.002
0.846,0.149,0.005
0.927,0.07,0.004
0.936,0.062,0.003
0.953,0.045,0.003
0.911,0.085,0.003
0.974,0.024,0.003
0.975,0.024,0.002
0.954,0.045,0.002
0.644,0.348,0.009
0.775,0.221,0.004
0.941,0.056,0.002
0.657,0.338,0.005
0.321,0.675,0.004
0.879,0.118,0.003
0.813,0.184,0.003
0.908,0.088,0.004
0.944,0.053,0.003
0.964,0.034,0.002
0.9,0.097,0.004
0.902,0.093,0.006
0.123,0.87,0.007
0.866,0.13,0.004
0.961,0.037,0.003
0.827,0.17,0.003
0.82,0.175,0.005
0.836,0.162,0.002
0.94,0.057,0.003
0.961,0.037,0.002
0.917,0.081,0.002
0.911,0.086,0.003
0.951,0.045,0.004
0.93,0.067,0.003
0.955,0.044,0.002
0.927,0.07,0.003
0.774,0.223,0.003
0.828,0.168,0.004
0.595,0.391,0.014
0.922,0.074,0.005
0.189,0.775,0.036
0.969,0.029,0.002
0.924,0.073,0.003
0.966,0.032,0.002
0.916,0.082,0.002
0.955,0.042,0.003
0.974,0.024,0.002
0.934,0.063,0.002
0.061,0.424,0.515
0.614,0.38,0.005
0.597,0.396,0.007
0.393,0.6,0.007
0.927,0.071,0.002
0.369,0.624,0.007
0.575,0.417,0.009
0.865,0.132,0.003
0.77,0.227,0.003
0.958,0.04,0.002
0.932,0.065,0.003
0.6,0.391,0.009
0.978,0.019,0.003
0.593,0.401,0.005
0.778,0.218,0.004
0.954,0.042,0.005
0.923,0.074,0.002
0.962,0.035,0.002
0.333,0.659,0.008
0.959,0.038,0.003
0.947,0.05,0.002
0.978,0.021,0.002
0.646,0.35,0.005
0.276,0.713,0.011
0.881,0.115,0.004
0.872,0.124,0.003
0.947,0.05,0.002
0.942,0.055,0.002
0.827,0.17,0.003
0.936,0.061,0.003
0.981,0.016,0.002
0.94,0.058,0.002
0.97,0.025,0.004
0.766,0.218,0.016
0.874,0.124,0.003
0.893,0.103,0.003
0.872,0.125,0.003
0.422,0.573,0.004
0.884,0.113,0.002
0.544,0.452,0.004
0.817,0.179,0.003
0.727,0.266,0.007
0.907,0.09,0.003
0.878,0.119,0.003
0.47,0.524,0.006
0.935,0.062,0.002
0.783,0.213,0.004
0.191,0.803,0.006
0.128,0.802,0.07
0.909,0.088,0.003
0.859,0.137,0.004
0.969,0.029,0.002
0.947,0.051,0.002
0.121,0.823,0.056
0.65,0.344,0.006
0.961,0.036,0.004
0.952,0.046,0.002
0.93,0.068,0.002
0.293,0.694,0.013
0.873,0.124,0.003
0.754,0.242,0.004
0.881,0.115,0.004
0.976,0.023,0.002
0.921,0.076,0.002
0.801,0.189,0.009
0.775,0.221,0.005
0.936,0.061,0.004
0.961,0.036,0.003
0.845,0.153,0.002
0.926,0.072,0.002
0.263,0.73,0.006
0.951,0.045,0.004
0.929,0.068,0.003
0.856,0.141,0.004
0.503,0.494,0.004
0.967,0.03,0.002
0.714,0.283,0.003
0.973,0.025,0.002
0.939,0.058,0.003
0.622,0.374,0.004
0.953,0.044,0.003
0.183,0.811,0.006
0.331,0.664,0.005
0.869,0.129,0.003
0.978,0.02,0.002
0.964,0.034,0.002
0.735,0.26,0.006
0.766,0.225,0.008
0.761,0.237,0.003
0.937,0.06,0.003
0.957,0.038,0.005
0.965,0.033,0.002
0.947,0.051,0.002
0.921,0.075,0.004
0.824,0.172,0.004
0.913,0.084,0.003
0.973,0.025,0.003
0.908,0.09,0.003
0.873,0.124,0.002
0.923,0.074,0.003
0.969,0.029,0.002
0.347,0.647,0.006
0.175,0.815,0.01
0.781,0.215,0.004
0.28,0.715,0.005
0.955,0.042,0.003
0.919,0.078,0.003
0.877,0.12,0.003
0.886,0.111,0.002
0.682,0.315,0.003
0.964,0.035,0.002
0.955,0.042,0.002
0.78,0.217,0.003
0.679,0.317,0.004
0.952,0.032,0.016
0.933,0.064,0.003
0.964,0.034,0.003
0.937,0.057,0.006
0.963,0.035,0.002
0.895,0.102,0.003
0.767,0.228,0.005
0.938,0.057,0.004
0.922,0.076,0.002
0.957,0.041,0.002
0.979,0.019,0.002
0.967,0.031,0.002
0.509,0.487,0.004
0.85,0.143,0.007
0.127,0.868,0.005
0.94,0.057,0.003
0.955,0.043,0.002
0.947,0.05,0.002
0.867,0.128,0.004
0.893,0.104,0.003
0.786,0.209,0.005
0.705,0.289,0.006
0.963,0.034,0.002
0.955,0.042,0.002
0.949,0.048,0.003
0.451,0.543,0.006
0.957,0.041,0.002
0.961,0.037,0.002
0.94,0.058,0.002
0.893,0.101,0.006
0.242,0.753,0.005
0.916,0.08,0.003
0.838,0.158,0.003
0.892,0.106,0.003
0.962,0.036,0.002
0.956,0.042,0.002
0.945,0.052,0.003
0.974,0.023,0.002
0.916,0.082,0.002
0.807,0.179,0.014
0.889,0.108,0.003
0.934,0.063,0.003
0.855,0.143,0.002
0.942,0.056,0.002
0.967,0.03,0.003
0.848,0.149,0.002
0.739,0.256,0.005
0.871,0.126,0.004
0.856,0.141,0.002
0.747,0.248,0.005
0.506,0.487,0.007
0.952,0.045,0.003
0.858,0.138,0.004
0.905,0.093,0.002
0.742,0.255,0.003
0.966,0.032,0.003
0.953,0.045,0.002
0.984,0.015,0.002
0.221,0.77,0.009
0.161,0.759,0.08
0.961,0.036,0.003
0.97,0.026,0.004
0.691,0.304,0.004
0.969,0.028,0.002
0.935,0.063,0.003
0.864,0.129,0.007
0.198,0.798,0.004
0.937,0.061,0.002
0.853,0.143,0.003
0.331,0.654,0.015
0.909,0.087,0.004
0.941,0.056,0.003
0.286,0.707,0.007
0.917,0.08,0.004
0.944,0.053,0.003
0.885,0.112,0.002
0.913,0.085,0.002
0.971,0.027,0.002
0.873,0.123,0.004
0.929,0.069,0.002
0.912,0.086,0.002
0.977,0.02,0.002
0.903,0.094,0.003
0.899,0.099,0.002
0.911,0.087,0.002
0.886,0.112,0.002
0.929,0.065,0.006
0.827,0.17,0.003
0.166,0.83,0.004
0.861,0.135,0.004
0.815,0.182,0.003
0.883,0.115,0.003
0.924,0.073,0.003
0.717,0.28,0.004
0.061,0.905,0.034
0.882,0.115,0.003
0.812,0.186,0.003
0.907,0.09,0.003
0.965,0.033,0.002
0.944,0.054,0.002
0.813,0.183,0.004
0.958,0.04,0.002
0.95,0.048,0.002
0.579,0.416,0.005
0.95,0.048,0.002
0.674,0.323,0.003
0.924,0.074,0.002
0.96,0.038,0.002
0.874,0.124,0.002
0.862,0.136,0.002
0.969,0.028,0.002
0.951,0.046,0.003
